frame_number,timestamp_ms,speed_center_of_mass,angle_left_elbow,angle_right_elbow,angle_left_shoulder,angle_right_shoulder,angle_left_hip,angle_right_hip,angle_left_knee,angle_right_knee,angle_left_ankle,angle_right_ankle,angle_upper_back,angle_lower_back,landmark_nose_x,landmark_nose_y,landmark_nose_z,landmark_nose_visibility,landmark_left_shoulder_x,landmark_left_shoulder_y,landmark_left_shoulder_z,landmark_left_shoulder_visibility,landmark_right_shoulder_x,landmark_right_shoulder_y,landmark_right_shoulder_z,landmark_right_shoulder_visibility,landmark_left_elbow_x,landmark_left_elbow_y,landmark_left_elbow_z,landmark_left_elbow_visibility,landmark_right_elbow_x,landmark_right_elbow_y,landmark_right_elbow_z,landmark_right_elbow_visibility,landmark_left_wrist_x,landmark_left_wrist_y,landmark_left_wrist_z,landmark_left_wrist_visibility,landmark_right_wrist_x,landmark_right_wrist_y,landmark_right_wrist_z,landmark_right_wrist_visibility,landmark_left_hip_x,landmark_left_hip_y,landmark_left_hip_z,landmark_left_hip_visibility,landmark_right_hip_x,landmark_right_hip_y,landmark_right_hip_z,landmark_right_hip_visibility,landmark_left_knee_x,landmark_left_knee_y,landmark_left_knee_z,landmark_left_knee_visibility,landmark_right_knee_x,landmark_right_knee_y,landmark_right_knee_z,landmark_right_knee_visibility,landmark_left_ankle_x,landmark_left_ankle_y,landmark_left_ankle_z,landmark_left_ankle_visibility,landmark_right_ankle_x,landmark_right_ankle_y,landmark_right_ankle_z,landmark_right_ankle_visibility,landmark_left_heel_x,landmark_left_heel_y,landmark_left_heel_z,landmark_left_heel_visibility,landmark_right_heel_x,landmark_right_heel_y,landmark_right_heel_z,landmark_right_heel_visibility,landmark_left_eye_inner_x,landmark_left_eye_inner_y,landmark_left_eye_inner_z,landmark_left_eye_inner_visibility,landmark_left_eye_x,landmark_left_eye_y,landmark_left_eye_z,landmark_left_eye_visibility,landmark_left_eye_outer_x,landmark_left_eye_outer_y,landmark_left_eye_outer_z,landmark_left_eye_outer_visibility,landmark_right_eye_inner_x,landmark_right_eye_inner_y,landmark_right_eye_inner_z,landmark_right_eye_inner_visibility,landmark_right_eye_x,landmark_right_eye_y,landmark_right_eye_z,landmark_right_eye_visibility,landmark_right_eye_outer_x,landmark_right_eye_outer_y,landmark_right_eye_outer_z,landmark_right_eye_outer_visibility,landmark_left_ear_x,landmark_left_ear_y,landmark_left_ear_z,landmark_left_ear_visibility,landmark_right_ear_x,landmark_right_ear_y,landmark_right_ear_z,landmark_right_ear_visibility,landmark_mouth_left_x,landmark_mouth_left_y,landmark_mouth_left_z,landmark_mouth_left_visibility,landmark_mouth_right_x,landmark_mouth_right_y,landmark_mouth_right_z,landmark_mouth_right_visibility,landmark_left_pinky_x,landmark_left_pinky_y,landmark_left_pinky_z,landmark_left_pinky_visibility,landmark_right_pinky_x,landmark_right_pinky_y,landmark_right_pinky_z,landmark_right_pinky_visibility,landmark_left_index_x,landmark_left_index_y,landmark_left_index_z,landmark_left_index_visibility,landmark_right_index_x,landmark_right_index_y,landmark_right_index_z,landmark_right_index_visibility,landmark_left_thumb_x,landmark_left_thumb_y,landmark_left_thumb_z,landmark_left_thumb_visibility,landmark_right_thumb_x,landmark_right_thumb_y,landmark_right_thumb_z,landmark_right_thumb_visibility,landmark_left_foot_index_x,landmark_left_foot_index_y,landmark_left_foot_index_z,landmark_left_foot_index_visibility,landmark_right_foot_index_x,landmark_right_foot_index_y,landmark_right_foot_index_z,landmark_right_foot_index_visibility
0,0,0,35.78534996516983,87.38475633603703,168.83272640176546,47.44757881363467,0.18375269175211037,37.61070059437749,26.77256728987029,46.067576195604616,42.7407758004541,68.12480603226803,180,18.414949920197028,455.83683997392654,935.9206102509052,0.16812983248382807,0.7852033630479127,720.1821157336235,477.2325459960848,-0.3177348133176565,0.13673988007940352,512.8252199292183,119.46134534664452,-0.4831156088039279,0.08741222252137959,291.22097343206406,273.3908493909985,0.37636008858680725,0.8650951816234738,571.2960425019264,623.8402128685266,0.26339570712298155,0.7777681027073413,791.577191054821,181.84395306743681,0.14905939064919949,0.4918049538973719,369.16784316301346,637.9649381060153,0.44025226030498743,0.3922648534644395,1173.426637351513,813.648621076718,0.12165713123977184,0.48605685331858695,1101.6814282536507,546.3465495128185,0.31531999353319407,0.4171839386690408,557.6340588927269,359.63857711292803,0.21687710657715797,0.8993864676449448,370.36549240350723,567.6791857648641,0.05622000899165869,0.4963353138882667,974.5255395770073,430.3597042802721,0.006458470597863197,0.26412917696870863,833.8094213604927,1021.4650466758758,-0.31345499586313963,0.9436163597274572,750.0593313574791,139.21326295472682,0.03401656448841095,0.9954899831209332,1187.990998327732,167.3029023874551,-0.28027156461030245,0.21253163856454194,1053.3969077467918,998.1275138352066,-0.008238855749368668,0.5792186504695565,1884.4508662819862,470.0440122652799,0.3108393019065261,0.899011978181079,692.0274326205254,53.41812380589545,0.14732051081955433,0.0905685203615576,1797.2632339596748,738.2859831769019,0.24585918802767992,0.6118691482115537,1913.5043701529503,898.8238923344761,-0.4987628385424614,0.5289231447968632,1376.0329762101173,264.70818375237286,-0.197214943356812,0.9639493573922664,557.4187847971916,86.10789620317519,0.2176708709448576,0.9800807873252779,278.49568873643875,420.4352630395442,0.18493073526769876,0.13696761731989682,1504.9633035063744,598.9790129754692,0.14211686328053474,0.7016536763403565,1059.613529741764,21.54548336751759,-0.24356231186538935,0.24910134193487465,1681.3496455550194,880.4901877138764,0.2547938637435436,0.4734560346696526,182.8090301156044,346.6344865132123,-0.3240001881495118,0.49414824810810387,148.48877638578415,524.8768098000437,-0.0913733970373869,0.8818086015526205,1892.0645740628242,136.55456182546914,0.008058634586632252,0.6202358372975141,1830.0465855002403,854.8406265769154,-0.39538759738206863,0.10496804700233042,201.506008207798,189.22823105938733,-0.20516711194068193,0.7008388240355998,385.5452486872673,924.5931892935187,0.02645530365407467,0.3933784777764231,539.8645690083504,31.542011322453618,-0.13676547911018133,0.3121887401212007
1,16.666666666666668,21183.250138331696,33.63822886474481,22.056221880332956,19.875487493627553,7.76048777235696,99.68042810664372,13.057815479257222,60.26304207458533,21.113243978125688,150.0588407931516,81.2664727548075,180,51.138524618643956,78.89466851949692,371.52672023512423,0.3373265527188778,0.9685807174537331,1690.1280954480171,162.96047774143517,-0.16651853453367949,0.06702859629876912,1663.9587244391441,1051.5122695360333,-0.0022547245025634766,0.638149036327377,325.09855180978775,567.8598607052118,-0.10020302701741457,0.5911390159744769,80.90246647596359,266.81218259967864,-0.19400721229612827,0.09127387055195868,1198.5520175099373,836.84714240022,-0.4506186982616782,0.2861859605181962,646.6569766402245,904.5574238989502,0.39853889867663383,0.915178636321798,436.7125752568245,89.50563979335129,0.1531897271052003,0.7379811138380319,1233.314925134182,906.53006256558,0.06659672036767006,0.6927287897560745,280.76346069574356,763.1532250810415,-0.06680674944072962,0.023262516828253865,1837.5361177325249,965.2283702138811,-0.02081032656133175,0.886144861811772,552.4062421917915,681.6429510433227,0.13249846268445253,0.011359869735315442,833.5441526770592,461.10818163491786,0.48922590911388397,0.4561582787428051,1393.2437029480934,879.4564003217965,-0.17784399259835482,0.4360511724371463,738.2738444209099,755.5712454859167,0.05310153029859066,0.7173270697239786,1388.6110416054726,195.17274518497288,0.05566761549562216,0.8522201564628631,1445.870530307293,545.8150184992701,0.07768950052559376,0.7064310985151678,1446.8878868222237,694.2172139603645,0.19138158578425646,0.025205156998708844,1.337336003780365,600.6737975869328,-0.065529964864254,0.267984232166782,1182.0791378617287,1072.61989091523,-0.46741081494838,0.5265916634816676,1040.5111500620842,655.8739467803389,-0.32367988117039204,0.12868681945838034,197.54539042711258,987.6382375974208,-0.19102857168763876,0.41211812500841916,1320.2095994353294,749.382156142965,0.3469771631062031,0.6545495262835175,1653.8738027215004,207.7333288360387,0.004786967299878597,0.8927353930193931,1820.101873576641,261.50154151953757,0.1461234036833048,0.11581885837949812,152.48190075159073,892.1041007805616,0.405897400341928,0.6831886407453567,524.7976943850517,165.8030624035746,0.15743889100849628,0.8837719487491995,1052.358172237873,283.9692520815879,-0.40436727087944746,0.505488044815138,1188.0016216635704,962.1437178645283,0.3374897465109825,0.806057637790218,1248.3773651719093,1023.8284758199006,-0.3403913648799062,0.08866881323046982,299.2973229289055,134.85418581403792,0.07208952121436596,0.1648066232446581,175.8551886677742,184.07564383931458,0.36099729035049677,0.8054674521554261,1545.261569917202,402.90261120535433,0.34761058911681175,0.9138357287738472
2,33.333333333333336,25750.71976586189,77.35539727551996,14.842886924918691,34.24791671745831,7.565693578222547,94.49060740868411,152.46606734909307,155.49555304929635,40.30179822160996,96.63371739040763,110.55055537152471,179.99999914622634,108.04604685458361,245.0466075539589,883.8738657999784,0.4327438538894057,0.44701463845558465,1339.4406160712242,948.8213117513806,0.4801381528377533,0.8626036478672177,1563.051451742649,966.0378337372094,0.2553602261468768,0.019729045452550054,818.2843825221062,347.94069045223296,0.08321121893823147,0.15337401279248297,582.3990824818611,333.42282813973725,-0.08961282577365637,0.11124415253289044,455.33344835042953,839.8825946543366,-0.15627868846058846,0.31513793230988085,1116.930162012577,506.9273527432233,-0.4077383363619447,0.353659087093547,1233.614932000637,46.32010758854449,0.16111308708786964,0.2704796812031418,1287.18681961298,835.8715270925313,-0.19625745806843042,0.5765416484791785,910.4783365130424,58.718251967802644,-0.012755027040839195,0.7100495847407728,897.3409536480904,851.3502743560821,-0.3640071852132678,0.3276232772041112,22.27311462163925,505.4719723854214,-0.3078383058309555,0.02057108120061457,1365.1467981934547,421.54947345145047,-0.2820356832817197,0.3646335725206882,221.55908077955246,1050.9908299986273,-0.03824845887720585,0.03125063725747168,1208.808698952198,35.08400780148804,-0.44014435913413763,0.1947269991505891,525.8952686190605,244.41125401295722,0.4008044619113207,0.48316708975471556,819.1004303097725,828.5059886891395,-0.2293832479044795,0.4897954382468015,70.66444247961044,335.07069990970194,0.4103512242436409,0.25727420137263834,691.02569013834,41.79929827339947,-0.4305540742352605,0.7845312107820064,530.4101559519768,582.6596506778151,0.24939502589404583,0.6012522021774203,369.8079827427864,247.1440686006099,-0.4147204225882888,0.760983842657879,1097.5750359892845,779.4026088807732,-0.3400845341384411,0.489510195562616,741.6594663262367,545.3841869998723,-0.07750645373016596,0.22287762281484902,1047.4532720446587,26.110502863302827,0.1335869673639536,0.5194431247655302,171.26886159181595,45.20777908153832,-0.49159931670874357,0.08032111753709614,269.7882530093193,291.20990582741797,-0.18928409926593304,0.323952459031716,377.7396610379219,740.5227362830192,0.016138342209160328,0.15683827479369938,449.9507984519005,85.27505622245371,0.49973415583372116,0.9097198604140431,1240.6491127610207,15.477670775726438,0.4056557444855571,0.7616397936362773,914.4746491312981,901.3606538716704,-0.10133367963135242,0.19485949375666678,1907.4566128849983,345.74883651919663,0.09254566673189402,0.5973372489679605,337.4976119399071,678.8176867458969,0.2960507534444332,0.21967118442989886,1738.7575641274452,907.7098741102964,0.0905055170878768,0.3630829241592437
3,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,66.66666666666667,20706.103193711075,11.298335768366309,11.378091294691366,127.42500261177486,125.417775709932,2.2264195641593405,49.43059507054314,99.35639999829293,106.54017238878808,84.53789178539957,90.19019614211743,180,73.84331976763879,17.101647555828094,625.7693303469568,0.14010289497673512,0.9754639940802008,850.1547423005104,729.9366319645196,0.4785229666158557,0.24322569114156067,288.72293919324875,281.7919766250998,-0.4958478156477213,0.7327928806189448,365.70903807878494,1009.254495324567,0.421707377769053,0.7971269295085222,1752.3790606856346,273.0281999800354,-0.13622139766812325,0.47802142263390124,601.1538138985634,802.6667424011976,-0.11646989826112986,0.1852470871526748,1468.4604522585869,217.65984007157385,-0.10810486786067486,0.75703763240017,914.6355691552162,237.3965917993337,0.31630538310855627,0.8358602088410407,278.35219591856,267.39184954203665,0.05406186915934086,0.2905308457557112,833.6135557293892,712.149516614154,-0.40453443955630064,0.3220940821338445,1841.2462171912193,398.86713520623744,0.4162614196538925,0.9934158904943615,1508.700284063816,945.1446217764169,-0.44440913666039705,0.17796633881516755,1880.400957763195,587.4144428316504,0.27584283612668514,0.3898366803769022,1643.7250998616219,386.129603208974,0.35824707243591547,0.4096548811066896,940.6027945876122,785.834446856752,0.45608454570174217,0.690774584421888,798.9008644223213,322.714807363227,0.38200218696147203,0.43532749195583165,1806.4856895804405,228.5770993027836,-0.2976817712187767,0.8014805524144322,307.8726330399513,403.8089058268815,0.06179277878254652,0.9174554992932826,152.11580246686935,803.0275078956038,0.4603330921381712,0.4524644354823977,720.2834656834602,80.51525604911149,0.4122926825657487,0.11325227026827633,1482.0596131682396,275.6028711888939,0.35436927154660225,0.011223184177652001,1607.970520555973,486.06055785901845,0.15799492504447699,0.9192155313212425,487.23631113767624,167.62193002738059,-0.3319066222757101,0.9023001792374998,681.2475183606148,27.76574936695397,-0.05992045532912016,0.5569772862363607,922.6666483283043,91.88047603704035,-0.40302377939224243,0.8431465162429959,753.2090404629707,687.777514429763,-0.3319870261475444,0.003974027233198285,1220.8941158652306,510.79714165069163,-0.1352168694138527,0.7206422148738056,583.321250975132,395.73831592686474,0.18141171615570784,0.8994392652530223,303.95861595869064,809.7305252496153,0.12482502870261669,0.630902964854613,1598.9135411381721,1036.6386396903545,0.03182531241327524,0.9249398440588266,1203.5340794920921,605.5712121818215,-0.22613629326224327,0.43732664198614657,1474.7439113259315,798.2432701159269,-0.32260989490896463,0.28011251357384026,84.48966711759567,1006.451747501269,0.31902229972183704,0.7380093114916235
5,83.33333333333333,28266.200439645145,,6.588896403581065,11.741589460274545,18.337880184991455,84.18963633119496,7.228052953598386,,17.10649026343085,,26.622831877600746,180,132.9102508474847,351.28918915987015,518.406169982627,0.4239753903821111,0.2914888181257993,1537.2181364893913,1004.9285411182791,-0.40774681605398655,0.8842179740313441,473.48188430070877,425.9046439547092,-0.018220587633550167,0.27352179144509137,1342.7938136458397,950.5567398760468,-0.26785172894597054,0.20851660729385912,1890.1528564095497,150.8847697544843,-0.07185978535562754,0.8576401409227401,,,,,1143.7663105130196,387.29608652181923,-0.050305875949561596,0.4765828021336347,106.1576959490776,907.8116629365832,0.2030778620392084,0.18227614485658705,1246.224048435688,525.6031778175384,0.409354199655354,0.42445978452451527,215.4634603857994,267.856170097366,0.43496258556842804,0.679380206624046,308.9041605591774,281.80434529669583,0.4834731472656131,0.055736971320584416,,,,,1405.6043913960457,958.7749300617725,-0.34539091493934393,0.37993859802372754,159.57711786031723,310.51539153791964,0.10114946588873863,0.13183342874981463,818.0056491494179,7.036553816869855,-0.15816488210111856,0.8777909066993743,1053.8010773062706,407.7554957661778,-0.4161914512515068,0.2052907852921635,437.61996656656265,1070.211213575676,0.15806724410504103,0.10505202901549637,1030.628089606762,93.54001843370497,-0.16742818243801594,0.7370110193733126,1173.971839249134,209.31429994292557,0.18844824377447367,0.3986109078396112,1198.6633309721947,984.5454430673271,-0.2962239198386669,0.024375992128625512,1777.8069654107094,561.3249414134771,0.35972860362380743,0.6614366185385734,304.4509908556938,2.5983230117708445,-0.2269198652356863,0.8190775217954069,265.0640657544136,372.1968885976821,-0.47304445039480925,0.9266846023965627,98.63682121038437,767.2522623930126,0.12169697880744934,0.8844651414547116,511.40842348337173,931.1187553871423,-0.2822773056104779,0.4413164530415088,1265.8315739035606,205.27247414924204,0.20607417076826096,0.5435122011695057,1601.3937798142433,1076.1729112733155,0.1353140501305461,0.6817547280807048,1512.7492234110832,796.5262999478728,0.2740031462162733,0.5276245365384966,1356.083360016346,803.7375493068248,-0.13053383585065603,0.6504763991106302,1788.0723676085472,10.845876345410943,0.17828607931733131,0.9979571721050888,528.1097093224525,579.2909192014486,0.11931927409023046,0.4809056979138404,893.0593273043633,703.0210054758936,-0.03899982385337353,0.32549054198898375,361.265404522419,597.1425765473396,0.2949738623574376,0.48796691675670445
6,100,21739.376289898963,168.69061995388785,91.38739733806835,146.85229340815758,55.319006054765715,19.84318299876106,37.443676698632345,28.143073205607074,37.596787033237916,169.3832334372911,9.58675144497432,180,165.99817859863575,1337.6106056571007,999.1683892998844,-0.1717403158545494,0.7733924000058323,830.7176211476326,464.9357740301639,0.4890407780185342,0.4701162383425981,1791.5777072310448,299.03071434237063,-0.2777321822941303,0.3113109862897545,588.927289545536,163.14393480308354,0.3745295023545623,0.05052574840374291,1206.849772632122,1059.9389810208231,0.431710259988904,0.8206719683948904,514.4114711880684,100.64095255918801,0.2596192928031087,0.004352099495008588,269.7631725668907,375.26355371810496,0.2970447763800621,0.6830173193011433,1100.1724317669868,553.2737579662353,0.4760962324216962,0.06440788437612355,589.9248442053795,239.00157705880702,-0.47829730808734894,0.3831515295896679,90.75842767953873,583.0911440122873,-0.3499513315036893,0.1776329700369388,864.7546336054802,49.52375345863402,0.21409927867352962,0.4597461933735758,419.4465735554695,394.5824883598834,0.34737917874008417,0.035265649901703,559.4205817580223,999.4230207893997,-0.4953169859945774,0.34753521741367877,1133.5427775979042,145.65222521312535,0.232278055511415,0.8358056035358459,687.8106281161308,112.03960427083075,0.0894740242511034,0.2925951855722815,1485.267690718174,952.5687215197831,0.006706821732223034,0.5270082999486476,450.9470173716545,470.75968229211867,-0.11045129783451557,0.509579453850165,1655.873103439808,355.10370028205216,-0.18781623896211386,0.5467472553718835,892.3861894011497,332.79282451607287,-0.01842660829424858,0.3336561194155365,696.1688008904457,222.73983766324818,0.17613208200782537,0.12922838446684182,664.0973111987114,1007.6021818164736,0.471984738484025,0.8244626524392515,1727.7185037732124,260.06369677372277,-0.33253380190581083,0.6191305660177022,472.35113471746445,941.4991708192974,-0.1722620725631714,0.29124702350236475,951.8124952912331,481.1467040050775,0.12139690946787596,0.7936888311523944,1848.769974410534,213.91288393177092,-0.1290482822805643,0.6623367930296808,859.8666992783546,968.3439568150789,0.41580024641007185,0.2882736821193248,1825.8464714884758,718.3104779664427,-0.13036182709038258,0.9397117088083178,1103.9660695195198,448.60806536860764,-0.4960942780598998,0.7036344141233712,1712.2297963500023,8.70660007931292,-0.3521822951734066,0.7570587715599686,1492.6092401146889,233.11700929887593,-0.13877828512340784,0.1913656156975776,558.8948366045952,216.54019215144217,0.45773045159876347,0.9399729820434004,1713.8295105099678,820.4865270573646,0.39343510288745165,0.4544492878485471,422.91427463293076,1049.3782799039036,0.2091091349720955,0.8104728965554386
7,116.66666666666667,15150.945260465085,0.564918870213269,140.53097061924424,1.574236948633167,77.08368945914577,150.15727685800644,129.59701585900177,0.3187823545630465,10.396103946789179,98.93383864796226,31.762120174082234,180,162.15405502465052,15.815805494785309,42.443929659202695,-0.24385098833590746,0.36301181209273636,1823.7307414412498,65.01262337900698,0.10757474228739738,0.5910920596215874,1902.4771133065224,291.0067375469953,-0.1288645351305604,0.4435914095956832,76.56689375638962,608.8931877259165,-0.06277884356677532,0.5605961310211569,1670.1445224881172,89.37461254186928,-0.0037740198895335197,0.01696941931731999,1757.6889118552208,67.33288035728037,-0.08886755257844925,0.44384506926871836,683.740009367466,63.81395255215466,0.1713078049942851,0.8986836273688823,729.6303686499596,438.86585609056056,0.4499192386865616,0.40941735939122736,1259.2630854249,760.5675179231912,0.20375492703169584,0.7233418349642307,440.2664324641228,768.3344512525946,-0.11486057378351688,0.28044466325081885,530.2516463398933,575.1147781033069,0.33499485347419977,0.30532353674061596,865.1331862807274,279.11983461119235,-0.05987730994820595,0.1425674504134804,1866.3552966713905,665.6527843046933,0.4971564179286361,0.8338441040832549,1553.7435695528984,710.0700438860804,-0.27211865596473217,0.1940107422415167,1453.9815071225166,370.0005215127021,0.11779661197215319,0.6206234314013273,1458.072585761547,711.2489994708449,0.1547012459486723,0.8248572389129549,170.98725825548172,239.44595706649125,0.18193673435598612,0.48734881286509335,1208.2281884551048,66.9075155351311,0.46119870617985725,0.743751066038385,1648.056026995182,1.8677466083317995,0.2556428601965308,0.0022783291060477495,1731.175272166729,339.19600644148886,-0.2117553111165762,0.47314307116903365,194.21083241701126,1032.928673895076,-0.23995100986212492,0.06400267709977925,1728.8095888495445,741.1837013158947,0.4885365664958954,0.36817966238595545,656.3669577240944,451.58297781832516,-0.16201688814908266,0.48003032547421753,428.3784529566765,1005.3075050655752,-0.13631471432745457,0.12183683761395514,1362.4162486195564,847.9103855509311,-0.15807102527469397,0.3165977702010423,448.2503601908684,431.64555930532515,0.43516760878264904,0.9218519816640764,767.5616696476936,772.812687875703,-0.16641851421445608,0.014101389097049832,1621.0063657164574,185.7158833835274,0.455896083265543,0.5193189403507859,1333.1341615319252,810.4373620916158,0.19045020546764135,0.6469274621922523,1801.5636178851128,750.1399371866137,-0.15854286216199398,0.11830885731615126,1280.4587057232857,1056.7237570602447,0.19412915874272585,0.6716258816886693,1834.7120842337608,684.9476675782353,0.4997944012284279,0.6212197749409825,274.26431089639664,491.39933799393475,-0.44516868609935045,0.7927500654477626
8,133.33333333333334,0,93.53573730790625,21.065297340283177,,,,,,,61.81508657930971,152.27835724886683,180,,1337.0047947764397,671.5704699698836,0.15146694891154766,0.7375318745616823,1435.8023276925087,1066.0356779862195,0.06639560218900442,0.716524624498561,1059.9656555056572,465.1404852513224,-0.03561572544276714,0.5121749567333609,1655.965464413166,615.0595664698631,-0.44204831402748823,0.9441222616005689,1574.6087917685509,488.0429540667683,-0.1782253161072731,0.13068295107223094,1478.0137100815773,514.145398484543,-0.44972577411681414,0.6926720638293773,424.96088951826096,873.0940439645201,0.49402895383536816,0.5287328551057726,,,,,,,,,1663.0196097493172,141.93429929204285,-0.4841063907369971,0.11979975854046643,1721.7149314284325,976.1683330032974,-0.319094005972147,0.32161762774921954,541.4432063698769,1018.6007310915738,0.28490770515054464,0.5515939083416015,1735.858151614666,733.6748243216425,-0.10034036450088024,0.5844247119966894,466.72139436006546,587.2470599133521,-0.13350411038845778,0.4161768474150449,1418.004034459591,32.439052322879434,0.4737529829144478,0.5103205351624638,484.31430369615555,663.9035702962428,0.1961446637287736,0.1501030803192407,871.1893281340599,853.4520161245018,0.4160895235836506,0.059348331997171044,238.46864372491837,430.2711682487279,0.24669843818992376,0.9602739524561912,1750.6848737597466,553.9422968868166,-0.2547025140374899,0.31980627798475325,389.5410516858101,792.3543199617416,0.2031414257362485,0.6909884356427938,1633.0121836066246,292.8683538828045,-0.12246960401535034,0.41995055810548365,30.07181078195572,833.9900768268853,0.01591880153864622,0.6800284360069782,321.04357212781906,1075.674904519692,0.09389138780534267,0.31740560778416693,73.57776671648026,216.3909785170108,-0.061118497513234615,0.742653887020424,164.25291627645493,915.0649669859558,0.1615065447986126,0.8525473272893578,271.87016040086746,417.9139168281108,-0.24306904431432486,0.5115648240316659,239.40207570791245,128.43622625805438,-0.12404128536581993,0.08942517847754061,1414.6844735741615,682.8144775796682,-0.24455775413662195,0.5272787373978645,159.16403979063034,745.1733980420977,0.3776954207569361,0.2719712706748396,752.0828703045845,137.51567509956658,-0.03810952138155699,0.6758012764621526,319.58003371953964,994.0115071926266,-0.006950274109840393,0.06286519602872431,745.613206923008,130.9974465239793,-0.44880877155810595,0.9959105600137264,1212.7436444163322,208.28659378923476,0.4032833110541105,0.30229086079634726
9,150,20652.26588915748,1.67214172586217,54.95754283626608,15.022660710407546,76.50630131718286,99.68861987637364,1.05123074257458,51.054143457575925,13.203214984846635,147.8713028292378,114.21928839925236,180,25.606142511732426,600.8542397618294,270.0390399713069,-0.24675495084375143,0.46469755773432553,482.0460578799248,1025.2433735970408,-0.46336288563907146,0.23009594553150237,1356.8742969632149,859.2583143431693,0.34323391038924456,0.2154981263447553,1325.522812306881,683.9562748465687,-0.19759101420640945,0.04821846471168101,1727.6878014206886,150.90079461224377,-0.2988629909232259,0.8499264915008098,960.9780594706535,819.2184319440275,-0.4303402919322252,0.8150418291334063,1461.8915417790413,185.47425222583115,0.17239163164049387,0.1257122189272195,1542.959952056408,224.28043180145323,0.2482310738414526,0.7667665297631174,1822.750463783741,976.6035519260913,-0.21148705389350653,0.4083818153012544,1854.1658172011375,517.131015965715,0.00047042593359947205,0.6893732494208962,443.8065066933632,656.0585655737668,0.2439694171771407,0.6687425163108855,1399.1543743014336,579.4164455775172,-0.3717536013573408,0.01852459483779967,1557.0491722226143,653.7886422593147,0.03797043580561876,0.27079703588970006,777.790125310421,298.4149341378361,-0.09557761996984482,0.7824626772198826,1834.8624935746193,32.80075524933636,-0.10633374471217394,0.1521807957906276,526.269608438015,118.98882628418505,0.11968334391713142,0.08513541729189456,1672.4066510796547,959.5126025844365,-0.2022636840119958,0.6829027545172721,887.6261159777641,968.4035531524569,0.3665806297212839,0.9191397728864104,1278.709161579609,879.9031349737197,0.3951810048893094,0.9297753416467458,1789.9589189887047,803.1156285200268,-0.23184308409690857,0.7512472106609493,1397.927054464817,539.930501030758,-0.1963585214689374,0.5733706627506763,731.7653319239616,281.5775822941214,0.08500752411782742,0.3037306035403162,729.2021754384041,451.940052928403,-0.32166413869708776,0.6779720888007432,1298.14423173666,275.7502451632172,0.1575007252395153,0.9003642892930657,553.902932703495,859.7932561207563,-0.39125258568674326,0.5490128931123763,132.41692632436752,503.43012870289385,0.18144309893250465,0.2720649859402329,1182.2601762413979,381.81085576303303,0.20463533606380224,0.5121069413144141,1556.696102321148,598.2030747178942,0.08988280035555363,0.9556477221194655,400.04492551088333,217.21201208420098,0.17781769204884768,0.5066215686965734,964.7738394141197,951.0010303650051,-0.07546834647655487,0.6481825395021588,1696.2235727906227,710.3389913309366,0.0663096560165286,0.8049481634516269,290.2891346812248,257.95987092889845,0.4335878323763609,0.5738216976169497,445.6070664525032,939.4148660916835,-0.24832460936158895,0.36081974511034787
